vin,engine_type,vehicle_type_id,exterior_color,interior_color,floor_price,msr_price,miles_count,year_of_car,is_sold,is_new,dealership_location_id
1J4PN2GK0BW199967,V8,4,Maroon,Red,25665,17624,131,2017,FALSE,TRUE,11
1GTN2TEH6FZ729706,V6,19,Maroon,Teal,32373,18272,136,2019,TRUE,TRUE,14
WUARL48H08K847751,V6,4,Teal,Mauv,30246,17111,297,2018,FALSE,TRUE,37
3FAHP0HA0AR874996,V6,19,Goldenrod,Yellow,28796,15857,192,2017,TRUE,TRUE,18
2G4GS5ERXD9694572,V4,7,Green,Red,33104,16315,137,2018,TRUE,TRUE,9
4A31K5DF9CE238072,V4,20,Violet,Turquoise,27520,15080,84,2019,TRUE,TRUE,48
JM1BL1K52B1992119,V4,6,Orange,Indigo,28651,17100,336,2019,TRUE,TRUE,40
TRUVD38J791370710,V4,4,Aquamarine,Crimson,25195,16579,215,2018,FALSE,TRUE,5
WAUEF98E47A059790,V4,19,Aquamarine,Mauv,31964,15321,361,2020,FALSE,TRUE,37
1G4HR54K114421930,V8,12,Turquoise,Indigo,31174,19155,369,2018,TRUE,TRUE,22
WBA3B3C54EJ110502,V4,5,Fuscia,Fuscia,34302,19575,258,2018,TRUE,TRUE,49
WVWGU7AN2CE849916,V6,6,Fuscia,Turquoise,28000,19750,313,2019,FALSE,TRUE,28
WBAPM73539E626500,V8,22,Blue,Purple,26659,19000,15,2019,TRUE,TRUE,26
3D4PH9FG9BT156403,V4,18,Maroon,Puce,34094,16395,349,2017,TRUE,TRUE,39
WBANB33545C822540,V8,13,Teal,Khaki,26941,15484,322,2019,TRUE,TRUE,20
1FTEX1CM8CF364946,V6,22,Yellow,Red,30917,16533,326,2017,TRUE,TRUE,11
WBAEW53404P049466,V8,18,Red,Aquamarine,32068,17885,291,2018,TRUE,TRUE,43
5N1BA0NC4FN421252,V8,9,Aquamarine,Indigo,29704,16836,284,2019,FALSE,TRUE,26
JH4CW2H54BC448765,V6,9,Violet,Crimson,32133,17606,175,2020,FALSE,TRUE,3
WDDHF2EB4CA157493,V4,5,Puce,Yellow,28625,18010,346,2019,TRUE,TRUE,49
WBABS53452E422251,V8,18,Aquamarine,Pink,33057,16746,128,2017,FALSE,TRUE,10
SCFEBBBC1AG959453,V6,21,Puce,Mauv,30115,18809,41,2018,FALSE,TRUE,2
1GYS3BEF8BR292143,V6,14,Orange,Green,25119,17683,195,2017,TRUE,TRUE,33
1FT7W2A60EE198839,V4,9,Crimson,Yellow,32050,16081,262,2018,FALSE,TRUE,36
WBABN33441J535335,V4,15,Aquamarine,Teal,25483,18261,284,2018,FALSE,TRUE,42
1GYS4HKJ5FR669333,V6,11,Aquamarine,Goldenrod,26557,16094,276,2020,TRUE,TRUE,7
JN1CV6FE6FM798450,V6,21,Maroon,Purple,27499,19617,211,2018,FALSE,TRUE,12
2G61V5S80F9817122,V4,16,Puce,Indigo,32047,16025,256,2017,FALSE,TRUE,9
1D7RV1CT8BS896047,V8,1,Turquoise,Turquoise,31681,19738,351,2020,TRUE,TRUE,49
NM0KS9AN7AT295287,V4,1,Mauv,Khaki,32400,15743,91,2019,TRUE,TRUE,29
JTDKTUD3XED365670,V8,2,Khaki,Green,25094,17762,186,2017,FALSE,TRUE,38
1FMEU5BE6AU472738,V8,3,Crimson,Pink,32076,18149,95,2019,FALSE,TRUE,6
WBAWR33529P825547,V6,18,Blue,Yellow,25800,19565,183,2020,FALSE,TRUE,19
SALAC2D40BA789292,V4,12,Teal,Indigo,25568,19289,382,2017,TRUE,TRUE,8
WA1CV74L67D249900,V4,17,Puce,Puce,26863,19351,48,2018,FALSE,TRUE,2
WBAEV33424P786823,V4,23,Violet,Orange,30735,19816,6,2019,TRUE,TRUE,41
5UXFG8C57DL007431,V8,17,Orange,Indigo,28098,16592,231,2019,FALSE,TRUE,47
3GYFK12299G045949,V6,13,Aquamarine,Teal,32438,19194,391,2019,FALSE,TRUE,6
19XFA1E6XBE184657,V6,13,Orange,Khaki,32969,18034,185,2020,TRUE,TRUE,4
W04G15GV5B1482904,V6,8,Indigo,Aquamarine,30728,16821,105,2019,FALSE,TRUE,14
JN1AZ4EH7FM786206,V6,10,Goldenrod,Indigo,34163,16858,378,2020,FALSE,TRUE,24
1N6AA0EK7FN168366,V6,21,Crimson,Pink,30983,15389,389,2019,FALSE,TRUE,32
WAUPFBFM8BA185167,V4,22,Turquoise,Yellow,31471,18802,333,2018,FALSE,TRUE,37
1FTKR1AD5BP612871,V8,9,Aquamarine,Crimson,27877,18183,361,2017,TRUE,TRUE,49
WDBWK5EA5AF720653,V6,25,Puce,Pink,30767,15316,105,2020,FALSE,TRUE,47
YV4852CT6B1841837,V6,21,Fuscia,Red,29150,19505,351,2019,FALSE,TRUE,14
WAUEV94F67N382958,V6,10,Purple,Teal,34914,18422,369,2017,TRUE,TRUE,5
5GADV33L76D625945,V8,15,Red,Orange,34296,19654,96,2018,TRUE,TRUE,2
2HNYD187X3H546667,V6,15,Turquoise,Crimson,31266,19272,156,2018,TRUE,TRUE,40
KL4CJBSB7FB568127,V6,9,Khaki,Teal,31146,16029,351,2019,FALSE,TRUE,45
SCBLF34F25C326712,V4,8,Mauv,Teal,33627,17023,212,2017,FALSE,TRUE,24
1GYS3CEF2ER761253,V8,24,Indigo,Violet,28856,17934,122,2018,TRUE,TRUE,11
SCBLF34F23C973558,V6,21,Blue,Yellow,34534,16441,124,2018,TRUE,TRUE,31
19UUA65594A063346,V4,23,Pink,Violet,33363,19881,37,2018,TRUE,TRUE,14
WA1WKAFP3BA343505,V8,24,Green,Orange,34728,18416,279,2017,FALSE,TRUE,6
1G6AS5S31E0615086,V6,15,Fuscia,Indigo,33727,19568,7,2018,FALSE,TRUE,3
WP0AB2A90BS464498,V4,19,Green,Pink,33314,17945,370,2020,TRUE,TRUE,48
JTHBW1GGXE1631256,V4,18,Khaki,Aquamarine,27763,16026,362,2017,FALSE,TRUE,29
WBA5M4C54ED480050,V8,7,Goldenrod,Green,25932,18238,338,2020,FALSE,TRUE,19
WBADS33451G153460,V4,24,Goldenrod,Purple,28887,17715,234,2018,TRUE,TRUE,3
5N1BA0ND7FN818916,V8,21,Maroon,Red,29661,15995,254,2018,TRUE,TRUE,22
1GT022CG4EF439544,V8,21,Purple,Turquoise,28537,19411,316,2020,TRUE,TRUE,26
WBANU53549C035177,V4,23,Violet,Crimson,33097,18567,179,2017,TRUE,TRUE,16
1G6ET129X2B519176,V8,20,Turquoise,Indigo,31938,17809,125,2018,TRUE,TRUE,29
JTDKN3DU8F0890894,V8,13,Khaki,Orange,34084,18741,180,2020,TRUE,TRUE,14
1FTEX1CM7BK459584,V8,17,Puce,Aquamarine,32720,15135,84,2017,FALSE,TRUE,1
WBAEN33453E174285,V8,24,Green,Aquamarine,28107,18445,198,2018,FALSE,TRUE,38
5TDBM5G17CS721877,V6,4,Orange,Turquoise,32579,15348,304,2017,FALSE,TRUE,13
5N1AA0NC4DN957109,V6,23,Teal,Turquoise,30883,16402,170,2020,FALSE,TRUE,48
1GD21ZCG2DZ219798,V8,15,Fuscia,Violet,29646,17289,284,2019,TRUE,TRUE,6
WA1CV94L99D115543,V8,24,Violet,Crimson,30256,15256,366,2019,TRUE,TRUE,46
WAUDT74F95N351285,V4,22,Turquoise,Turquoise,31581,17325,194,2017,TRUE,TRUE,16
4T1BD1EBXDU096209,V6,22,Green,Teal,26395,16712,47,2020,TRUE,TRUE,15
1G6DP577350748104,V4,23,Pink,Violet,29053,18714,74,2017,FALSE,TRUE,42
1FBNE3BL7BD429648,V8,22,Indigo,Turquoise,31916,18837,34,2017,TRUE,TRUE,37
WA1YD64B32N446908,V6,10,Blue,Fuscia,34353,19835,30,2019,TRUE,TRUE,23
5XYZG3AB8CG134127,V6,13,Turquoise,Violet,30179,18855,300,2017,TRUE,TRUE,32
JN1AZ4FH8FM740978,V4,22,Green,Aquamarine,33279,16947,103,2017,FALSE,TRUE,42
2FMGK5B80DB605951,V6,17,Yellow,Puce,34173,18384,273,2018,TRUE,TRUE,26
3VW467AT8CM469451,V8,22,Blue,Pink,34024,16363,99,2017,TRUE,TRUE,25
5UXKR0C55E0489670,V4,25,Red,Pink,32216,16659,5,2020,FALSE,TRUE,11
JN8AF5MR2ET747764,V8,23,Pink,Maroon,34485,15031,176,2017,FALSE,TRUE,41
WBAUC9C56BV134566,V6,1,Orange,Fuscia,30965,18854,355,2019,FALSE,TRUE,6
2FMGK5B84EB899842,V4,9,Goldenrod,Violet,25808,15441,148,2018,FALSE,TRUE,38
3GYFK66N25G267826,V4,22,Blue,Khaki,30869,18610,58,2020,FALSE,TRUE,50
WAU3FAFR5DA035217,V6,1,Maroon,Maroon,27414,17946,187,2020,FALSE,TRUE,40
WAUDN94F68N839281,V6,23,Khaki,Orange,29158,17710,261,2017,FALSE,TRUE,23
SCBGU3ZA5FC759141,V6,8,Indigo,Green,25599,18626,198,2019,FALSE,TRUE,45
5TDBK3EH5DS136260,V4,23,Green,Goldenrod,30389,18561,136,2017,TRUE,TRUE,43
WA1TFAFL4EA343702,V4,2,Pink,Yellow,25099,15260,226,2020,TRUE,TRUE,20
1G6DA5EY1B0205245,V4,6,Mauv,Turquoise,31022,15666,42,2018,TRUE,TRUE,29
SCBGH3ZA2FC069464,V4,5,Green,Khaki,25043,17607,371,2018,TRUE,TRUE,37
W06VR54R41R616512,V4,24,Aquamarine,Pink,33123,17501,17,2017,FALSE,TRUE,29
1G6AC5SX4E0586408,V8,10,Violet,Violet,34769,18958,18,2018,TRUE,TRUE,12
WA1DGAFP7DA573110,V8,2,Khaki,Green,30098,18149,367,2020,FALSE,TRUE,18
1G4HD57278U497284,V4,8,Violet,Indigo,34779,19584,293,2018,FALSE,TRUE,23
1C4RDJDG3CC970016,V4,4,Green,Orange,28859,16430,97,2020,FALSE,TRUE,33
3C3CFFCR5DT695758,V8,9,Purple,Yellow,29602,17037,34,2019,FALSE,TRUE,18
WAUSF98E76A497320,V6,1,Green,Purple,28572,18186,3,2020,FALSE,TRUE,37
1G6DL8E30C0834674,V8,16,Yellow,Goldenrod,28668,15104,282,2020,TRUE,TRUE,38
1N6AA0CH7FN285792,V6,22,Teal,Turquoise,34081,15273,249,2020,TRUE,TRUE,41
WBAAW33491E196945,V6,11,Yellow,Yellow,32578,17991,131,2020,FALSE,TRUE,34
WBAPH77579N248485,V6,18,Blue,Orange,29795,19907,291,2019,TRUE,TRUE,43
JTDKN3DU7F0805754,V8,18,Puce,Khaki,27044,18077,298,2017,FALSE,TRUE,37
1G4HF5EM5AU283950,V8,6,Indigo,Green,29598,19469,351,2020,FALSE,TRUE,30
WAULT58E12A039238,V4,21,Pink,Puce,25838,15004,1,2020,TRUE,TRUE,4
WDDGF4HB7EG122739,V4,19,Orange,Purple,27634,19362,287,2019,FALSE,TRUE,38
JA4AP3AU4BZ509844,V4,13,Maroon,Aquamarine,33968,18008,46,2017,TRUE,TRUE,25
WBA3V9C54EP723856,V6,11,Fuscia,Mauv,30816,17817,148,2018,TRUE,TRUE,14
1GYUCKEFXAR516696,V4,24,Crimson,Indigo,27541,17273,185,2019,FALSE,TRUE,8
3D73Y4HL2AG916581,V4,22,Goldenrod,Turquoise,27030,16166,175,2018,TRUE,TRUE,32
5GADV23LX5D651187,V8,10,Fuscia,Blue,29348,15473,96,2019,TRUE,TRUE,30
JTHBL5EF4A5537354,V6,4,Goldenrod,Turquoise,25074,15261,395,2020,TRUE,TRUE,38
1G6AR5SX6E0320726,V6,1,Violet,Crimson,30376,19904,326,2018,TRUE,TRUE,3
1GD021EG1FZ773937,V8,21,Puce,Goldenrod,33344,19871,81,2017,FALSE,TRUE,40
3D7JV1EP0BG230658,V4,20,Yellow,Maroon,28391,17582,279,2020,FALSE,TRUE,24
1G6DS5ED9B0369952,V8,11,Teal,Turquoise,31328,18064,231,2020,FALSE,TRUE,29
1G6DC1E3XC0373779,V8,11,Aquamarine,Aquamarine,25129,18811,275,2019,TRUE,TRUE,46
WP1AA2A29EL982223,V8,8,Yellow,Blue,29661,19874,287,2020,TRUE,TRUE,28
1GYS4CEF8CR756276,V4,20,Violet,Teal,31782,15501,69,2018,FALSE,TRUE,7
1GD12ZCG5CF649950,V8,1,Red,Crimson,31152,19297,99,2019,TRUE,TRUE,26
WAUHFBFL0BN077758,V8,25,Indigo,Mauv,25795,18583,111,2019,FALSE,TRUE,2
JTHSE5BC5F5185204,V4,25,Aquamarine,Yellow,28787,19258,395,2018,FALSE,TRUE,45
3D73Y3HL5BG297664,V8,14,Violet,Turquoise,32094,15555,99,2020,TRUE,TRUE,40
WA1WKAFP0CA898848,V8,4,Goldenrod,Red,32108,16347,207,2018,FALSE,TRUE,39
1G6DL5EV7A0098118,V8,8,Red,Green,27756,17204,250,2020,TRUE,TRUE,27
1GKKRNED4FJ110466,V4,8,Violet,Teal,34141,15975,55,2019,FALSE,TRUE,4
WBAPM73589E353781,V8,23,Teal,Violet,26711,15915,150,2020,TRUE,TRUE,46
1N6AF0KX1FN963205,V4,15,Orange,Blue,28840,18577,219,2017,TRUE,TRUE,22
WBANV1C56AB776978,V6,12,Green,Violet,32392,17851,243,2017,TRUE,TRUE,30
1LNHL9FT2FG787030,V8,15,Blue,Maroon,29190,17582,351,2020,FALSE,TRUE,44
WAUGL78E26A283077,V8,17,Pink,Aquamarine,30158,17290,131,2020,TRUE,TRUE,41
1G6AB5RA1F0174114,V6,3,Red,Indigo,29061,15907,251,2017,TRUE,TRUE,46
2C3CDZAT8FH067629,V8,11,Fuscia,Maroon,33114,17625,61,2020,FALSE,TRUE,9
5UXFE83518L304058,V4,19,Aquamarine,Blue,28825,18907,386,2017,FALSE,TRUE,22
4USDU53597L943002,V6,25,Green,Red,29119,15499,211,2019,TRUE,TRUE,28
1D7RE3GK7AS914646,V6,7,Violet,Aquamarine,28297,19915,219,2017,TRUE,TRUE,9
WBAFB33581L313470,V6,4,Fuscia,Purple,30387,18232,310,2017,FALSE,TRUE,8
1G4HC5EM7BU031062,V8,7,Blue,Puce,32225,19390,143,2019,FALSE,TRUE,27
2C4RDGDG1CR600130,V4,17,Crimson,Crimson,25132,17335,79,2018,TRUE,TRUE,10
5NPDH4AE7BH080561,V4,10,Teal,Red,25588,16865,9,2018,TRUE,TRUE,18
WAUZL54B71N962157,V4,20,Orange,Blue,34681,17676,335,2019,FALSE,TRUE,20
2G4GN5EXXE9435295,V8,11,Blue,Blue,29728,18782,38,2018,FALSE,TRUE,18
1FTEW1E84AK558462,V8,24,Red,Crimson,31769,16690,387,2017,FALSE,TRUE,33
3D73M4CLXBG350948,V8,19,Violet,Orange,25336,15196,395,2017,TRUE,TRUE,1
4A31K5DF1CE298475,V4,6,Khaki,Red,32721,16573,167,2020,TRUE,TRUE,12
4A31K3DT1AE412806,V4,22,Aquamarine,Maroon,32012,19526,213,2017,TRUE,TRUE,36
19UYA416X3A838045,V4,23,Green,Maroon,34850,18141,284,2020,FALSE,TRUE,48
WA1VMBFE0CD231965,V6,6,Red,Yellow,26043,19981,400,2017,FALSE,TRUE,15
JTDKDTB31C1705572,V6,8,Indigo,Pink,27369,17748,83,2017,FALSE,TRUE,43
JH4DC53802C949636,V6,14,Puce,Red,32528,15886,24,2018,FALSE,TRUE,31
1G6EC12912B966902,V6,20,Khaki,Puce,29367,17488,211,2019,TRUE,TRUE,25
WAUVT68E35A925998,V8,3,Teal,Blue,30621,15709,299,2019,FALSE,TRUE,19
WAUSF98E67A853516,V4,18,Aquamarine,Blue,34537,18385,396,2018,FALSE,TRUE,5
WP0AA2A9XCS143671,V8,12,Mauv,Red,29078,16341,180,2017,TRUE,TRUE,1
JHMGE8G38CC396839,V6,21,Puce,Mauv,29427,17560,65,2020,FALSE,TRUE,16
2HNYD28337H447486,V4,11,Pink,Fuscia,25323,16997,285,2018,TRUE,TRUE,8
WVGEF9BP7FD765786,V4,24,Violet,Blue,30279,18359,21,2017,TRUE,TRUE,29
WP0AA2A84CU666132,V8,21,Violet,Pink,32746,16538,353,2017,FALSE,TRUE,21
KM8JT3AF4EU046183,V6,16,Khaki,Orange,34613,17366,12,2020,TRUE,TRUE,37
1G6KD57YX8U821345,V8,14,Mauv,Yellow,28783,19214,374,2017,TRUE,TRUE,40
WBABS53462E994896,V8,20,Orange,Indigo,33607,19500,231,2017,TRUE,TRUE,5
SALAG2D47CA390546,V6,16,Turquoise,Orange,26824,18125,23,2020,TRUE,TRUE,15
SCBLE37G16C304046,V4,25,Puce,Orange,27504,16107,121,2017,FALSE,TRUE,4
WBA3F9C54DF456753,V4,8,Purple,Puce,33431,18672,230,2017,TRUE,TRUE,35
WAUDG74F76N216554,V8,2,Teal,Maroon,26073,15967,288,2017,FALSE,TRUE,30
WA1LYAFE8AD686663,V6,14,Purple,Blue,28108,16337,102,2019,TRUE,TRUE,12
3D7TT2CT8AG340442,V6,11,Blue,Turquoise,31725,17703,328,2017,FALSE,TRUE,39
1G6DJ8E32D0796615,V4,8,Red,Green,30946,17066,174,2018,TRUE,TRUE,23
YV1672MK3C2835820,V8,19,Indigo,Goldenrod,26225,18416,64,2020,TRUE,TRUE,40
2B3CA9CV8AH559655,V4,2,Blue,Teal,28645,16707,182,2017,TRUE,TRUE,44
JN1AY1AP5DM576666,V8,10,Indigo,Yellow,29539,15376,129,2017,FALSE,TRUE,42
YV1672MC9DJ255469,V6,14,Green,Purple,29444,16308,314,2018,TRUE,TRUE,15
3D73Y4EL2BG228733,V6,1,Mauv,Yellow,27764,18670,283,2017,TRUE,TRUE,27
2C3CCADG8EH278086,V6,16,Goldenrod,Violet,30604,19753,134,2018,TRUE,TRUE,4
WAUDH78E76A248765,V8,13,Crimson,Fuscia,25764,16074,298,2019,FALSE,TRUE,23
WBAUP73588V503025,V6,14,Aquamarine,Yellow,34036,18434,372,2017,FALSE,TRUE,25
WBXPA73474W471331,V4,9,Aquamarine,Violet,27572,18294,257,2019,TRUE,TRUE,42
1GYS3BEF5CR102770,V6,7,Green,Pink,29301,18108,282,2017,FALSE,TRUE,27
JN1CV6EK7BM441683,V6,12,Pink,Maroon,33332,19157,213,2020,TRUE,TRUE,32
2G4GT5GV4C9865841,V6,9,Crimson,Goldenrod,28359,18409,363,2020,FALSE,TRUE,24
WAUAVAFD5BN498642,V4,12,Goldenrod,Crimson,29749,19543,273,2018,TRUE,TRUE,6
1N4AL2AP7CC191802,V6,10,Purple,Yellow,25179,15223,148,2018,TRUE,TRUE,2
WBA3N3C57EK241568,V6,16,Pink,Red,28652,18327,150,2017,TRUE,TRUE,9
KL4CJGSB5EB771285,V4,4,Indigo,Crimson,29468,19652,337,2019,FALSE,TRUE,8
1GKUCKE09AR573039,V6,16,Yellow,Fuscia,26011,19512,322,2018,TRUE,TRUE,42
1FTSW2B56AE486908,V8,17,Blue,Teal,28930,18991,120,2017,FALSE,TRUE,18
JN1AZ4FH5FM394940,V6,13,Yellow,Teal,31959,17929,175,2017,FALSE,TRUE,7
WAUEFAFL1CN110832,V8,15,Teal,Green,28687,19255,248,2020,FALSE,TRUE,1
WAUBNAFB4BN870426,V8,13,Pink,Violet,27843,19858,395,2020,FALSE,TRUE,39
1GD311CG0FZ350589,V6,15,Violet,Aquamarine,33808,16934,177,2018,FALSE,TRUE,40
KMHTC6AD5EU316093,V8,24,Indigo,Green,34856,18198,176,2018,FALSE,TRUE,10
WUADUAFG3AN307072,V6,22,Turquoise,Crimson,32375,17703,353,2019,TRUE,TRUE,42
1FADP5AUXDL483812,V4,6,Aquamarine,Maroon,29023,15866,348,2018,FALSE,TRUE,14
5TDBW5G19DS311450,V4,3,Yellow,Crimson,32758,15415,123,2017,TRUE,TRUE,48
2G4WD562751383754,V8,11,Goldenrod,Khaki,32374,19391,159,2018,TRUE,TRUE,32
WAUDFAFL4AA825278,V4,23,Red,Khaki,33219,17539,342,2019,TRUE,TRUE,42
1G6DM577780636841,V8,13,Violet,Khaki,25553,18810,359,2019,FALSE,TRUE,22
5GADT13S752774920,V6,2,Mauv,Mauv,31500,16558,53,2020,FALSE,TRUE,19
YV1622FS3C2595163,V4,24,Khaki,Purple,34054,18854,196,2019,FALSE,TRUE,38
JH4CU4F41AC979772,V4,17,Pink,Violet,29258,16601,253,2017,FALSE,TRUE,45
5FPYK1F4XCB709402,V8,16,Crimson,Green,29871,16305,385,2020,FALSE,TRUE,19
1G4GB5ER5CF623009,V4,23,Indigo,Green,30409,18660,185,2018,TRUE,TRUE,18
WBALW7C51CD005181,V8,25,Teal,Violet,25409,18019,267,2017,TRUE,TRUE,23
1FTFW1E87AK739382,V6,23,Puce,Khaki,33158,19498,318,2019,FALSE,TRUE,12
1G6AB1R30F0745425,V6,17,Aquamarine,Pink,27146,19989,194,2017,TRUE,TRUE,39
1FMJU1G50AE481722,V6,20,Violet,Orange,32143,16477,11,2018,FALSE,TRUE,26
JM1GJ1T6XF1150850,V8,7,Purple,Indigo,31216,18989,156,2018,FALSE,TRUE,48
JN1AV7AP9FM416580,V6,25,Maroon,Goldenrod,27753,15688,38,2017,FALSE,TRUE,40
1G4GC5EG2AF601395,V8,6,Purple,Fuscia,33479,15964,361,2017,FALSE,TRUE,15
JTJBC1BA8B2745997,V4,21,Khaki,Aquamarine,27514,19585,233,2018,FALSE,TRUE,29
1HGCR2E35EA048971,V6,17,Mauv,Indigo,32407,15615,171,2020,TRUE,TRUE,30
WP0CB2A86FK522653,V8,2,Indigo,Fuscia,29605,17866,102,2019,TRUE,TRUE,9
4T1BF1FK2CU965084,V4,10,Puce,Aquamarine,31393,16824,351,2018,TRUE,TRUE,14
3VW4A7AT1DM209702,V8,5,Mauv,Puce,28657,17029,179,2018,FALSE,TRUE,35
WBAVD53537A917403,V6,5,Violet,Yellow,26452,15211,2,2020,FALSE,TRUE,50
JN8AF5MR8CT145609,V4,1,Indigo,Pink,32879,16132,161,2019,TRUE,TRUE,47
1FTEX1CM1CF872322,V8,23,Teal,Orange,32009,17967,295,2017,TRUE,TRUE,41
WVGAV7AXXCW975225,V6,9,Purple,Crimson,29788,17572,313,2019,FALSE,TRUE,27
JH4CU25679C816918,V4,16,Khaki,Red,26738,18619,319,2017,TRUE,TRUE,24
WA1UFAFL4FA475784,V4,10,Teal,Goldenrod,32471,16882,332,2018,TRUE,TRUE,43
1FT7W2A67EE851330,V8,19,Goldenrod,Fuscia,25082,15531,308,2020,TRUE,TRUE,30
JN8AE2KP8F9678001,V6,6,Maroon,Purple,30967,15592,376,2020,TRUE,TRUE,41
1G6DG8E54D0498664,V4,10,Turquoise,Green,28012,17631,86,2019,FALSE,TRUE,3
WVWAP7AN4EE872906,V8,11,Violet,Puce,27665,16803,77,2017,TRUE,TRUE,13
3C4PDCDG4ET721296,V4,16,Turquoise,Mauv,33526,15996,108,2019,TRUE,TRUE,6
SCFAB42362K955777,V6,1,Crimson,Goldenrod,28877,16124,174,2019,TRUE,TRUE,13
JN8AZ2NC7F9353952,V8,14,Mauv,Teal,34287,15300,279,2018,FALSE,TRUE,17
3N1CN7AP6EK809332,V6,6,Fuscia,Indigo,33164,18426,169,2019,FALSE,TRUE,5
JTEBU4BF1EK765196,V6,20,Indigo,Mauv,29608,18766,186,2019,FALSE,TRUE,48
1G6AX5SXXF0669573,V8,25,Yellow,Purple,27622,16004,229,2019,TRUE,TRUE,25
3VWKX7AJ4BM546267,V6,22,Purple,Khaki,27658,15161,389,2017,TRUE,TRUE,5
3C6TD5GT0CG275891,V4,17,Blue,Green,25563,18189,62,2018,TRUE,TRUE,2
JN1AZ4EH3DM979210,V6,19,Khaki,Blue,32436,17403,66,2018,TRUE,TRUE,19
WAUWFAFH7CN481106,V8,20,Teal,Goldenrod,28679,19692,239,2018,TRUE,TRUE,17
SCFAB02A37G011291,V8,17,Green,Puce,25570,19809,205,2017,TRUE,TRUE,48
3N1AB7AP8FL526779,V6,14,Aquamarine,Turquoise,31589,19188,287,2019,FALSE,TRUE,18
WP0AA2A94FS988147,V4,16,Red,Red,34821,18354,253,2017,FALSE,TRUE,27
WAUHF78P76A444200,V8,12,Red,Purple,34999,16682,303,2019,FALSE,TRUE,42
WAUAF68EX5A337733,V4,10,Orange,Teal,26626,19705,262,2018,FALSE,TRUE,19
YV4902BZ3C1314946,V6,6,Maroon,Mauv,25269,16301,339,2017,FALSE,TRUE,26
1FTNF1E81AK866530,V8,21,Violet,Teal,26428,19107,331,2017,TRUE,TRUE,18
JN1CV6FE5CM680496,V4,8,Goldenrod,Green,30848,17853,347,2018,FALSE,TRUE,9
3D7JB1EP2BG778783,V4,18,Yellow,Mauv,31470,17841,71,2017,TRUE,TRUE,38
WAUEKAFB1BN133657,V6,24,Teal,Maroon,25600,16433,237,2017,FALSE,TRUE,30
WAUJGAFC1DN467568,V8,16,Orange,Violet,27924,19560,396,2020,FALSE,TRUE,22
WAULC68E65A939983,V4,15,Green,Purple,26602,16791,248,2018,TRUE,TRUE,43
2G4WC582191588766,V6,16,Red,Aquamarine,27205,19798,9,2017,FALSE,TRUE,3
1FTEW1CM8BK971132,V8,9,Turquoise,Teal,33132,17564,288,2020,FALSE,TRUE,48
WBAKG7C55DE059667,V8,18,Goldenrod,Yellow,33038,19902,12,2017,FALSE,TRUE,47
1N6AD0CW2EN569657,V8,11,Violet,Maroon,32642,18794,160,2018,TRUE,TRUE,37
3C63DRNL8CG624869,V4,9,Green,Goldenrod,28513,17161,305,2017,FALSE,TRUE,7
5FRYD4H41GB386587,V6,7,Khaki,Red,32829,19594,361,2019,FALSE,TRUE,14
WAUSH74F27N013500,V6,2,Crimson,Blue,25551,17125,295,2018,TRUE,TRUE,4
1GYS4PKJ6FR045051,V8,25,Maroon,Puce,28795,17800,224,2020,FALSE,TRUE,42
19VDE1F59EE631249,V4,22,Puce,Teal,32516,19131,55,2019,FALSE,TRUE,29
2D4RN1AG8BR500588,V6,15,Fuscia,Green,28241,15479,304,2018,FALSE,TRUE,36
WBAWL7C59AP025938,V6,15,Green,Puce,28303,19676,302,2020,TRUE,TRUE,11
SCBDR33W29C932160,V8,9,Khaki,Red,29163,18051,107,2019,TRUE,TRUE,18
WBAKF3C5XDJ458948,V8,2,Crimson,Violet,30307,17315,325,2018,TRUE,TRUE,50
WAUDF78E65A182178,V6,25,Crimson,Aquamarine,34851,16170,176,2019,TRUE,TRUE,8
1FTEW1CM8DF096906,V6,9,Teal,Aquamarine,29690,15129,257,2019,FALSE,TRUE,22
JTDKDTB30E1282311,V4,3,Khaki,Blue,27147,17287,331,2018,FALSE,TRUE,20
WVGAV3AX2DW179305,V6,17,Green,Puce,31052,15969,202,2019,TRUE,TRUE,29
WAUKGAFB0AN937578,V4,11,Pink,Khaki,33609,15768,3,2018,FALSE,TRUE,9
1FADP5AU7EL531106,V6,7,Mauv,Maroon,26249,15333,84,2019,TRUE,TRUE,38
2G4WS55J641277521,V6,16,Purple,Red,27307,17148,332,2019,TRUE,TRUE,35
3D7JB1EK2AG032689,V6,10,Orange,Red,27689,15261,125,2017,TRUE,TRUE,27
1GYS3BEF2ER927880,V4,8,Orange,Green,26479,18037,124,2017,TRUE,TRUE,41
5XXGM4A71FG837921,V8,18,Violet,Violet,27319,15907,35,2018,TRUE,TRUE,39
WAUAF68E65A148030,V8,11,Fuscia,Indigo,34116,18327,265,2017,FALSE,TRUE,20
1FTEX1EW8AK158755,V8,16,Khaki,Goldenrod,30260,15233,381,2017,FALSE,TRUE,46
2C4RRGAG1DR040794,V6,24,Fuscia,Maroon,28979,19533,360,2018,TRUE,TRUE,2
WAUWFBFL4AA056750,V6,11,Indigo,Fuscia,30247,16077,13,2020,FALSE,TRUE,19
1G6DP8E31D0018692,V6,18,Aquamarine,Purple,33483,17274,385,2019,FALSE,TRUE,12
1N6BF0KL2FN591682,V6,11,Indigo,Blue,29699,15218,196,2019,TRUE,TRUE,35
